id1,id2,label
7441388,9241250,0
12901759,13392470,0
13178876,12390139,0
14043919,162402,0
1263989,2375404,0
10071312,10961769,0
7062308,10308145,0
6199157,13785364,0
9795041,10289868,0
8993810,7001496,0
1817173,8236246,0
11802542,1290223,0
1441485,3907033,0
9633968,9310550,0
13184288,7513222,0
12787153,8392932,0
3757866,3367972,0
6490887,13421076,0
1714306,2280062,0
779878,9708759,0
6970444,11584683,0
3944671,12925269,0
8392027,10807395,0
12339344,8813340,0
1499022,4089500,0
163226,8344794,0
11274124,12961007,0
13080717,2137867,0
6555829,10164508,0
3607276,6285447,0
6053333,8876117,0
7022332,8016291,0
10184587,14181892,0
2463354,10820748,0
13895611,3789450,0
11696416,4168278,0
7164346,12710174,0
3991669,2612435,0
3128234,38803,0
10052336,13239780,0
6576296,6751086,0
9839072,13757128,0
384151,13322038,0
3348136,9469094,0
11968969,2463453,0
6075694,3828286,0
9842898,10538854,0
6610008,6967037,0
13818490,474129,0
12401072,12033059,0
409175,11627973,0
2358848,962821,0
9397920,3544974,0
2461386,9729635,0
2667651,3754466,0
1213715,11160521,0
8343698,8327509,0
12528916,13680535,0
3720925,9120025,0
2353340,1408911,0
12939725,8075411,0
2808579,13269824,0
3883296,13126728,0
14154096,8232073,0
222340,7015404,0
11296666,3944062,0
9277751,2207841,0
7602255,8510521,0
9172314,13718364,0
12383778,11193209,0
8658990,12383778,0
873880,8343698,0
4007904,6530067,0
13171144,5912752,0
10207248,10190814,0
13837034,357396,0
1540613,3394555,0
9397961,10232073,0
8772052,12060204,0
13752811,11648170,0
8521870,8653136,0
3339218,2017152,0
14088430,2395501,0
6999472,12169909,0
3226329,12849640,0
3841118,11991134,0
8219948,1988290,0
13810118,2135493,0
7512442,9890457,0
944088,12512973,0
13547328,2961445,0
8391924,3283610,0
6002739,657136,0
2843723,2916916,0
14057145,13138770,0
7428303,8257212,0
8935338,11190466,0
11470772,2983493,0
10442920,1083223,0
3924189,14099344,0
9045937,3372773,0
6822310,10067421,0
8516538,9983762,0
7076288,9408010,0
6782209,540031,0
10220139,4086316,0
11973233,6744946,0
9295019,1346123,0
6490755,6647326,0
10577388,9579829,0
13839324,5845395,0
7996849,13109926,0
9242239,9349871,0
10413165,3918787,0
8280755,5887181,0
3085467,6814041,0
10678238,6164234,0
10071312,8311784,0
10051035,14168357,0
8624852,6408231,0
11644754,1702629,0
248471,2688355,0
8927715,10043776,0
1133093,9509239,0
10129923,8219484,0
553918,13644641,0
7034622,3812035,0
1639996,1020377,0
13887600,1851434,0
8055215,9772129,0
1683577,8543906,0
11840808,14138253,0
9466859,872666,0
12391579,9723900,0
6756192,13043256,0
11075015,1145368,0
837267,2564528,0
12715538,7046491,0
6225489,6927078,0
816533,12515528,0
5902620,13092354,0
6141481,9980092,0
2102299,6408056,0
13123433,2164586,0
8018256,12086031,0
3247317,1424617,0
2480753,425406,0
6143835,1016905,0
10078449,2780356,0
9190981,11500660,0
11892693,2580983,0
498682,11245076,0
10838462,8542647,0
3202154,13707841,0
904688,8036438,0
1738162,2662895,0
10700764,6635760,0
9990339,9518134,0
2394834,837615,0
12663180,7984876,0
9123314,9772129,0
937489,7431529,0
9422717,11213386,0
1353584,2006687,0
6738214,6516429,0
7158319,2089120,0
2652299,8831192,0
7207780,6086729,0
12536624,3116616,0
6970444,10669157,0
11357058,13269824,0
9752804,6151470,0
990771,136854,0
6939839,11228680,0
810052,12170723,0
1143828,3971833,0
4064616,10324488,0
9579829,9936298,0
3982524,3620957,0
484321,1969641,0
7511053,10342793,0
651063,10058517,0
12397998,2931721,0
9699572,3394555,0
11913251,1495078,0
13073008,2048983,0
763740,9944608,0
10009386,1036290,0
6254064,6409630,0
6308998,13033757,0
11544310,12551248,0
10397256,1906313,0
11213517,1657619,0
5924316,12532725,0
8219484,13013201,0
2955652,12325272,0
2511658,11889663,0
11043483,8065908,0
3187629,12529786,0
8100514,8232073,0
8376656,10800043,0
3811537,7619631,0
12366377,13752309,0
9983396,1028336,0
3384698,13754589,0
11704446,10459135,0
12632687,9540847,0
11627144,4088659,0
3792353,2951048,0
6149695,13002155,0
7779936,11152042,0
12925269,533405,0
6767332,11930722,0
2006015,6542167,0
9240046,13130849,0
2212893,986036,0
7192475,142966,0
7939348,13148592,0
12136091,13629092,0
10292328,846119,0
3734917,1319910,0
6693389,6292674,0
13561497,6766627,0
3422092,735646,0
5903720,8432923,0
12938783,11913118,0
1254285,8774072,0
12520787,9560155,0
2717205,12493103,0
10840979,9528092,0
142052,1974236,0
15198,2166169,0
824534,1731824,0
3844210,2495196,0
8715482,7938158,0
9923414,13187750,0
8536075,7479490,0
1466068,4003470,0
6467059,11288024,0
8839852,11710822,0
1601336,7991105,0
13047547,7730846,0
6648441,10588761,0
1853758,12918394,0
6944512,189443,0
6769191,2726218,0
1319244,7067696,0
8279454,11325422,0
3834511,1983736,0
7051863,6550195,0
8062950,11710597,0
8334404,163191,0
11851029,2746634,0
816274,6990505,0
6609465,692212,0
7946391,3935101,0
4156763,2807671,0
430861,8845129,0
2044252,13763932,0
1522607,383672,0
9800955,3764375,0
9604647,1749340,0
11974859,932827,0
9338746,1286671,0
3714888,6780366,0
9219468,4012708,0
9203612,12063055,0
7221920,7041022,0
9690056,3086988,0
10247615,800688,0
1635232,301519,0
13229416,634622,0
2918508,2662061,0
10623299,11558166,0
6579221,3678808,0
11188698,248005,0
495304,13881431,0
13015274,1452262,0
9916560,3757831,0
9864949,9989193,0
2272126,9331610,0
12417570,12317052,0
6843492,5949123,0
2266695,3271910,0
11446675,13909583,0
279046,6487415,0
3680399,10597095,0
12910754,6219197,0
9953331,13461922,0
10316991,12368275,0
11598465,7247795,0
1225738,10983316,0
14114103,11644565,0
553918,3392264,0
2828676,1778711,0
12741413,11637223,0
9269681,8490399,0
11696416,3490521,0
6646281,6225680,0
2997338,6111962,0
12536107,13381067,0
8867455,13086993,0
8491959,11273565,0
13392869,3844210,0
2843449,11916991,0
12120185,9855787,0
3679288,3844210,0
7986650,5909772,0
8510230,11815142,0
12235294,8372736,0
13171144,6030723,0
9594248,2772465,0
9799546,10667094,0
3539795,8018574,0
13899165,2163230,0
2920571,13867445,0
7835006,701068,0
9866305,13139019,0
1873770,3322215,0
10591095,730958,0
9114155,13126728,0
2412996,11624797,0
10800043,12746166,0
13042351,3678589,0
2735481,3287048,0
2075218,3773835,0
1673269,1752844,0
4004389,6884100,0
10543236,7965941,0
12090501,8766582,0
189747,8747239,0
13528514,3336081,0
2197374,1652212,0
7890073,12714311,0
12741862,12530736,0
8260447,1388125,0
10856106,12251363,0
8081558,12299918,0
12030740,8320956,0
9362652,13072787,0
570255,10121570,0
13037199,98083,0
8740012,7168685,0
760419,9079146,0
6741481,12021773,0
8690238,258396,0
1490155,13887600,0
6611996,2720512,0
13169808,12280580,0
1053624,6140923,0
8328913,8807928,0
10394543,12734567,0
2465275,1048464,0
10591655,6568845,0
147710,1636130,0
693440,8341840,0
6724085,8219484,0
1143828,2456440,0
285155,1913559,0
11121726,11579352,0
10600897,7932449,0
4005805,9115611,0
8825635,6363698,0
9773296,9616908,0
9332569,13906554,0
12647801,11794620,0
11281618,7777643,0
7994088,9069461,0
1467837,6746211,0
7019771,4169977,0
2693890,11311319,0
937198,6100197,0
7512546,9325773,0
964940,627722,0
4183244,3381058,0
9843612,9215403,0
13254355,1652748,0
1687451,12099163,0
1821409,3773708,0
10592234,3725437,0
1009286,3986294,0
8757399,11092337,0
11696416,10096000,0
13884766,1393896,0
10274227,1735491,0
7774733,7835006,0
406591,8506127,0
1491260,8633685,0
11214473,3764735,0
1504018,3452689,0
6612110,9081849,0
12666231,8002330,0
6959864,12651579,0
1853206,8874684,0
357462,7604224,0
12287379,9356705,0
3248237,5902378,0
9894962,7479490,0
13896007,10410663,0
11439280,8502211,0
6270057,8503187,0
579670,1177549,0
3680399,6942734,0
257865,7872525,0
1736382,2403788,0
8069344,11730120,0
1967727,7998146,0
5887579,13670057,0
7003217,674011,0
12013839,12769753,0
10179287,1358618,0
1640475,37125,0
1982523,13544343,0
6942734,9207627,0
8499728,2744132,0
3212154,12081395,0
11296503,7200336,0
7073898,11978677,0
12015910,7068752,0
3276503,1054075,0
4156763,13093969,0
11680331,989241,0
